
============================================================
Conversiones realizadas el: 2025-02-02 00:10:22.588420
============================================================
     Decimal |          Binario |  Hexadecimal
81995198045977493504 | 1000111000111101001011101100011000110010010010010101100000000000000 | 471E97631924AC000
96944569925626707968 | 1010100000101100000010011001011011010000111111111110100000000000000 | 541604CB687FF4000
299042719900394979328 | 100000011011000001101001010010101101001101001101011100000000000000000 | 10360D295A69AE0000
299008913519941976064 | 100000011010110010101000011101010000100010111101000110000000000000000 | 1035950EA117A30000
229915079285570994176 | 11000111011010110110011100100111011111001010001110110000000000000000 | C76B67277CA3B0000
133669562625139998720 | 1110011111100001001101011101111111011110001010011010000000000000000 | 73F09AEFEF14D0000
232769191693978009600 | 11001001111001010010010010101001010011100110010111011000000000000000 | C9E524A94E65D8000
236997015782600998912 | 11001101100011111110100010100011000010110101100101000000000000000000 | CD8FE8A30B5940000
32877910104005799936 | 11100100001000101110011010000101110000010011111011111000000000000 | 1C845CD0B827DF000
301500002555015004160 | 100000101100000100111001011101110100010000111000010010000000000000000 | 1058272EE887090000
23496286216376201216 | 10100011000010011100100111101001100111100000000101011000000000000 | 1461393D33C02B000
258028726814182998016 | 11011111110011011110001011111111000101010101101100000000000000000000 | DFCDE2FF155B00000
257845490916222992384 | 11011111101001010011001100111101110101000101101011101000000000000000 | DFA5333DD45AE8000
71057102981968396288 | 111101101000011101100010101010111101111000100100111000000000000000 | 3DA1D8AAF78938000
332973203847384006656 | 100100000110011101110011101001011101101000111000011100000000000000000 | 120CEE74BB470E0000
345095037938602016768 | 100101011010100100111110111001001110100000000010100110000000000000000 | 12B527DC9D00530000
133392568014036992000 | 1110011101100110001100110011101110101011001110011110000000000000000 | 73B3199DD59CF0000
313314074946742976512 | 100001111110000011011001100110010011110101010101110110000000000000000 | 10FC1B3327AABB0000
149621548966276988928 | 10000001110001101010100001100000111001001110101001111000000000000000 | 81C6A860E4EA78000
326873922200725028864 | 100011011100001001001011101000110001110101000111000110000000000000000 | 11B8497463A8E30000
362297146823722008576 | 100111010001111100010000001111000000011101101011111100000000000000000 | 13A3E20780ED7E0000
250603162121501999104 | 11011001010111010001010010000011001001110001110000010000000000000000 | D95D1483271C10000
247945049697710014464 | 11010111000011101101110001010000011111101000100101001000000000000000 | D70EDC507E8948000
126035866437380997120 | 1101101010100011001010110001100001000010110101011000000000000000000 | 6D51958C216AC0000
263532301277232005120 | 11100100100100111110110011111100000111110110101000101000000000000000 | E493ECFC1F6A28000
129927559673251004416 | 1110000101100011011011010110010001100011001011111101000000000000000 | 70B1B6B23197E8000
55384994848841703424 | 110000000010011111000001110101111101101100000011001010000000000000 | 3009F075F6C0CA000
91805774373840699392 | 1001111101000001111101000010110001010011010011011110100000000000000 | 4FA0FA1629A6F4000
344002047092477984768 | 100101010010111111100110001110011101011001010010110010000000000000000 | 12A5FCC73ACA590000
89475851278778204160 | 1001101100110111010000101001010110010110111010000011000000000000000 | 4D9BA14ACB7418000
40778048148338302976 | 100011010111101000101110101011110101010011011110101110000000000000 | 235E8BABD537AE000
3246584911005380096 | 10110100001110001011111100011010000001100111100110111000000000 | 2D0E2FC6819E6E00
241863373024254001152 | 11010001110010000111010100000101000110001000011101001000000000000000 | D1C87505188748000
96582538300045606912 | 1010011110001011010000110101101111000011111110001110100000000000000 | 53C5A1ADE1FC74000
216628836712283013120 | 10111011111001010100001110110011110110110101101110101000000000000000 | BBE543B3DB5BA8000
418459407226568000 | 10111001110101010101001110100100000101010001111110101000000 | 5CEAA9D20A8FD40
289940822017315995648 | 11111011011110111100101110010111001111010010111000001000000000000000 | FB7BCB973D2E08000
300767620122124025856 | 100000100110111111101001111001111011101000110110101010000000000000000 | 104DFD3CF746D50000
112703550580250001408 | 1100001110000010011011100100001111110101101000100100100000000000000 | 61C13721FAD124000
7021889155536119808 | 110000101110010110000101111101110111111111001011110100000000000 | 6172C2FBBFE5E800
219066369556250984448 | 10111110000000101000000101100111001010110010110010011000000000000000 | BE0281672B2C98000
114238659812483006464 | 1100011000101100001001111111101011001001011101111100000000000000000 | 631613FD64BBE0000
350321642639900016640 | 100101111110110110000011111011110010110111010100101000000000000000000 | 12FDB07DE5BA940000
25616136272043601920 | 10110001101111110110011000011100000100101001010000111000000000000 | 1637ECC3825287000
262660334794054991872 | 11100011110100100100111101101101110001110000110100101000000000000000 | E3D24F6DC70D28000
269913495230997987328 | 11101010000111001101010111011101100101111111101110100000000000000000 | EA1CD5DD97FBA0000
307885905270594011136 | 100001011000011000110011101111001100000011011010100110000000000000000 | 10B0C677981B530000
330210138216371978240 | 100011110011010010110000100110010110111110011011111100000000000000000 | 11E696132DF37E0000
294461328725573009408 | 11111111011001111000110010100101101001011001010011101000000000000000 | FF678CA5A594E8000
268639915791025012736 | 11101001000000100000101101000001100010111110111001011000000000000000 | E9020B418BEE58000
152460199026042994688 | 10000100001111001111011011110011111011010100101001100000000000000000 | 843CF6F3ED4A60000
100316755635386007552 | 1010111000000101100101101011011111111011010110110010100000000000000 | 5702CB5BFDAD94000
369901753448158003200 | 101000000110101101011000001001111000000000111100101010000000000000000 | 140D6B04F007950000
240210738123549016064 | 11010000010110010111111110011010000111100000100001011000000000000000 | D0597F9A1E0858000
80099771491089399808 | 1000101011110011011100011011100100011001100010110000100000000000000 | 4579B8DC8CC584000
286535792456068988928 | 11111000100001111011101000010001101101101011000010111000000000000000 | F887BA11B6B0B8000
328105421832845000704 | 100011100100101100000100111101100011110101010011011000000000000000000 | 11C9609EC7AA6C0000
11288710373908899840 | 1001110010101001100011100100011001100001000110110110100000000000 | 9CA98E46611B6800
118382191383581999104 | 1100110101011100010000001111101100011111110101101101100000000000000 | 66AE207D8FEB6C000
18536873380276600832 | 10000000101000000001101000010000001110101110010000000000000000000 | 10140342075C80000
121806261334604005376 | 1101001101001100110110001010101001110011011011110000100000000000000 | 69A66C5539B784000
296258481526154002432 | 100000000111101101001100011110100110110100111000010010000000000000000 | 100F698F4DA7090000
27542066879844601856 | 10111111000111001000100111110011100110001001100000101000000000000 | 17E3913E731305000
127446066845023993856 | 1101110100010101011011000101000111010101110010110000000000000000000 | 6E8AB628EAE580000
257396937751252008960 | 11011111010000011001100111110010001100101000101101011000000000000000 | DF4199F2328B58000
88228078670951399424 | 1001100100001101001000110100001100101001101010001101100000000000000 | 4C8691A194D46C000
110278128357854003200 | 1011111101001101010100111010111011010000000110100011100000000000000 | 5FA6A9D7680D1C000
68472425311608102912 | 111011011000111110111011000000100111010111110111011110000000000000 | 3B63EEC09D7DDE000
275404543662058012672 | 11101110111000000001011111010100111000001001100001101000000000000000 | EEE017D4E09868000
244425638827375984640 | 11010100000000010110010011110111110110101111101011000000000000000000 | D40164F7DAFAC0000
234556668325207998464 | 11001011011100100000101011110001101101110111001001000000000000000000 | CB720AF1B77240000
163050701289877995520 | 10001101011011001000011101001111000110001001100000010000000000000000 | 8D6C874F189810000
310135495784799993856 | 100001100111111111110100111100011111101111100101010010000000000000000 | 10CFFE9E3F7CA90000
17027631824217800704 | 1110110001001110010011001110110110001000101000111000000000000000 | EC4E4CED88A38000
289631979646510989312 | 11111011001101110011011111101111001111010111011101001000000000000000 | FB3737EF3D7748000
214446610301934993408 | 10111010000000001011011001111110000111111101011101011000000000000000 | BA00B67E1FD758000
235114530796151996416 | 11001011111011011110100111000001000110100101010001111000000000000000 | CBEDE9C11A5478000
210396309048756994048 | 10110110011111010101110110000101101000111000011101110000000000000000 | B67D5D85A38770000
234929511868468985856 | 11001011110001001101010010100101010110100000000000101000000000000000 | CBC4D4A55A0028000
2645784312103360000 | 10010010110111101101101101000001011011001110001101011000000000 | 24B7B6D05B38D600
349194177496917999616 | 100101110111000001010111011100101001011001010100000000000000000000000 | 12EE0AEE52CA800000
356846078355812974592 | 100110101100000111011111100011001110011110001011100010000000000000000 | 13583BF19CF1710000
355216464313460981760 | 100110100000110011110011001000100011010001110000100000000000000000000 | 13419E64468E100000
31644219474560299008 | 11011011100100110110110011111010000101111101010100011000000000000 | 1B726D9F42FAA3000
194450873550757003264 | 10101000101010001100010001110011111111100001010001011000000000000000 | A8A8C473FE1458000
222781558817672003584 | 11000001001110110111000101110110010110111011001000100000000000000000 | C13B71765BB220000
200273659758966996992 | 10101101101101011010111110000111010010011000101011000000000000000000 | ADB5AF87498AC0000
128284483387123007488 | 1101111010001001110000010011111010111010011111101111000000000000000 | 6F44E09F5D3F78000
117260316442264993792 | 1100101101101010000010101001000100001001111000110100000000000000000 | 65B5054884F1A0000
54255701238778298368 | 101111000011110010111110001101000101010001000110100000000000000000 | 2F0F2F8D1511A0000
219634334942092001280 | 10111110100000001001111001111111010100001110100011110000000000000000 | BE809E7F50E8F0000
176558650969095995392 | 10011001001000111110010101011001101111001011001001010000000000000000 | 9923E559BCB250000
366458861536009977856 | 100111101110110100011011010001111110000010111111011110000000000000000 | 13DDA368FC17EF0000
39040211526849896448 | 100001110111001010101100011000101000101101111111111010000000000000 | 21DCAB18A2DFFA000
236813371204289003520 | 11001101011001110010000110100110101101010110010111011000000000000000 | CD6721A6B565D8000
314472130610051022848 | 100010000110000101101011100001010010100100100010101100000000000000000 | 110C2D70A524560000
168949343101300015104 | 10010010100010100100101001000110101100101100100101001000000000000000 | 928A4A46B2C948000
369059917228187975680 | 101000000000110111100001101110101101100010101001101100000000000000000 | 1401BC375B15360000
348637428677972000768 | 100101110011001010000111101100011100011101100000110110000000000000000 | 12E650F638EC1B0000
15600448720117800960 | 1101100001111111111011010111010011001011010100011010000000000000 | D87FED74CB51A000
344503339575797022720 | 100101010110011110001101110100001011001010111001001110000000000000000 | 12ACF1BA1657270000
148473030073834995712 | 10000000110001111010001010100011010101010100110100110000000000000000 | 80C7A2A3554D30000
234122608222240014336 | 11001011000100011010100101111011111001001110100100001000000000000000 | CB11A97BE4E908000
78680848861397499904 | 1000100001111101010100001110010101110100001110010111100000000000000 | 443EA872BA1CBC000
324900623142386008064 | 100011001110011100110111000110101100111001000111110100000000000000000 | 119CE6E359C8FA0000
179584573849484984320 | 10011011110000111100100100100110111110101110011101010000000000000000 | 9BC3C926FAE750000
93530252296009007104 | 1010001000111111110001101001110101100110000010001111100000000000000 | 511FE34EB3047C000
333174045273653968896 | 100100000111110110111111111001111000111010100000011110000000000000000 | 120FB7FCF1D40F0000
273713220080968990720 | 11101101011010001000101100110111100000000110011110010000000000000000 | ED688B37806790000
301019176176245014528 | 100000101000101111010111100011101110101000101110100000000000000000000 | 10517AF1DD45D00000
282278449978617004032 | 11110100110101100110100000101010111000100011010101101000000000000000 | F4D6682AE23568000
7095965798552110080 | 110001001111001111011110100110000111001000001010000010000000000 | 6279EF4C39050400
21520117830287900672 | 10010101010100110110100010010010111101110110111000100000000000000 | 12AA6D125EEDC4000
298195071625325969408 | 100000010101001001001101101011011110011101111101110000000000000000000 | 102A49B5BCEFB80000
105293433063321993216 | 1011011010100111101011010111000000010101000101011011000000000000000 | 5B53D6B80A8AD8000
242490467020993986560 | 11010010010100111011001100101111110001101100111011000000000000000000 | D253B32FC6CEC0000
328594336595971997696 | 100011101000000101001100110000010101010101000000011010000000000000000 | 11D029982AA80D0000
135101114568988000256 | 1110101001011100111100100111110011101110011111000011000000000000000 | 752E793E773E18000
63557420777503498240 | 110111001000001001010100010111010010011011001000001010000000000000 | 3720951749B20A000
104993210650181992448 | 1011011000100010010110100001100111011110111110110111000000000000000 | 5B112D0CEF7DB8000
225175340796678995968 | 11000011010011101111100000110110110010101011100100111000000000000000 | C34EF836CAB938000
189170481815534993408 | 10100100000101000100100011101111000101101100011101001000000000000000 | A41448EF16C748000
265429968164794990592 | 11100110001110010100101011011011110011010101110110010000000000000000 | E6394ADBCD5D90000
179218932309042003968 | 10011011011100101001100011010110010001111001001110100000000000000000 | 9B7298D64793A0000
248426051599058993152 | 11010111011110011010101000011011011000110010110001100000000000000000 | D779AA1B632C60000
183770664031307988992 | 10011111011001010100100011010100011100011011110001001000000000000000 | 9F6548D471BC48000
274725758205252993024 | 11101110010010010101111101011000011100111001111101100000000000000000 | EE495F58739F60000
241643098504155987968 | 11010001100101111000101111011100111100111100111100011000000000000000 | D1978BDCF3CF18000
227809048552262008832 | 11000101100101111100010100101010110010011001010010110000000000000000 | C597C52AC994B0000
161199243013247008768 | 10001011110100010110110000010111001101001010011101010000000000000000 | 8BD16C1734A750000
23688191546301198336 | 10100100010111101010111001011010010111000101100011011000000000000 | 148BD5CB4B8B1B000
298672749122329968640 | 100000011000011101010110000101110010000000101110101110000000000000000 | 1030EAC2E405D70000
313361480145289019392 | 100001111110011000011100111011110111010001110100100110000000000000000 | 10FCC39DEE8E930000
205304177029977997312 | 10110010000100101010111101010100001010110111110000000000000000000000 | B212AF542B7C00000
284184612769167998976 | 11110110011111011010100011111010001110010010001100101000000000000000 | F67DA8FA392328000
332976121936814997504 | 100100000110011111000110100101011011111101011000000110000000000000000 | 120CF8D2B7EB030000
262457400321207009280 | 11100011101001010011111111110000100010000010000010011000000000000000 | E3A53FF0882098000
228705810527405998080 | 11000110010111101110010000101111000001111001110101000000000000000000 | C65EE42F079D40000
117650120464218996736 | 1100110000010111001001100010011100110100011101100000100000000000000 | 660B93139A3B04000
230442502124936003584 | 11000111111000001000001110101011111011110101000000101000000000000000 | C7E083ABEF5028000
118459457468705996800 | 1100110101111110100100010001111000101010011101101110000000000000000 | 66BF488F153B70000
150604269846386016256 | 10000010101000001101110110010111110101011010111010011000000000000000 | 82A0DD97D5AE98000
289956857598446993408 | 11111011011111110101101100011011101001111111111101010000000000000000 | FB7F5B1BA7FF50000
350852096204520030208 | 100110000010100001101000010101001101010011011100110000000000000000000 | 13050D0A9A9B980000
45790509295214501888 | 100111101101111000100100011001100001110001011110111010000000000000 | 27B789198717BA000
178350438480273014784 | 10011010101100011100000010101101101101001111110101010000000000000000 | 9AB1C0ADB4FD50000
188805773754366001152 | 10100011110000110100110110101110010011001011110000011000000000000000 | A3C34DAE4CBC18000
346016029145034981376 | 100101100000111101111111000010011110001100101000001010000000000000000 | 12C1EFE13C65050000
356198181946330972160 | 100110100111100111110001001110100001011100111000001000000000000000000 | 134F3E2742E7040000
109935474652761997312 | 1011111010110101001010000111011101111001011110101101100000000000000 | 5F5A943BBCBD6C000
298975589234251988992 | 100000011010100011110101010100101111000110100101100010000000000000000 | 10351EAA5E34B10000
37649115417889398784 | 100000101001111100100001101111111110111110111110101110000000000000 | 20A7C86FFBEFAE000
98624227126654599168 | 1010101100010101111101001000000100111000011101100010000000000000000 | 558AFA409C3B10000
119595798075468005376 | 1100111101110111001101000001011010000110101100111011100000000000000 | 67BB9A0B4359DC000
122924116220831006720 | 1101010100111101010001100000110110001000111011101110000000000000000 | 6A9EA306C47770000
235493602847183011840 | 11001100010000100001010110000001011101000111010000110000000000000000 | CC421581747430000
145635906360145002496 | 1111110010100011010101011010011100011110010011111101100000000000000 | 7E51AAD38F27EC000
359433900196408983552 | 100110111110000100101101110111101110111000000001010100000000000000000 | 137C25BBDDC02A0000
157956060337246994432 | 10001001000000010100101001111111110101011001110001101000000000000000 | 89014A7FD59C68000
152855771540758986752 | 10000100100101001100110010100101101000001011001101000000000000000000 | 8494CCA5A0B340000
171451092110123991040 | 10010100101101011100101000111110001100101000101110000000000000000000 | 94B5CA3E328B80000
11072430623449999360 | 1001100110101001001011001111110011011110111001001110100000000000 | 99A92CFCDEE4E800
240505971680267010048 | 11010000100110110000110110101111110011101010011110010000000000000000 | D09B0DAFCEA790000
368157736100580032512 | 100111111010100110111000001100110011001110011000101000000000000000000 | 13F537066673140000
85747457932622692352 | 1001010010111111100001010101010111000100010101110100000000000000000 | 4A5FC2AAE22BA0000
207507872590080999424 | 10110011111111000000000011101011001001100100110010111000000000000000 | B3FC00EB264CB8000
209889415164149006336 | 10110110000011001100111111110000110011001101100101101000000000000000 | B60CCFF0CCD968000
108912164923357003776 | 1011110011101110101101111001111010011010111011101000000000000000000 | 5E775BCF4D7740000
82049717299643498496 | 1000111001010101011001001110010101001111110011110010100000000000000 | 472AB272A7E794000
197812459586277998592 | 10101011100100110011000001111111000000111010011010100000000000000000 | AB93307F03A6A0000
278908872670580998144 | 11110001111010100011010111011111100010101010101000101000000000000000 | F1EA35DF8AAA28000
165305044666667008000 | 10001111011000010001011111100100110011111000110001001000000000000000 | 8F6117E4CF8C48000
156277795102718984192 | 10000111100011001010010000101010011010010010110110001000000000000000 | 878CA42A692D88000
140723253727747997696 | 1111010000011101101011011011010111001111111100101011000000000000000 | 7A0ED6DAE7F958000
41630380766219198464 | 100100000110111100110100101011110101011010101111111110000000000000 | 241BCD2BD5ABFE000
252830534758320013312 | 11011011010010111010011111111100111100100001101101111000000000000000 | DB4BA7FCF21B78000
47388673937000898560 | 101001000110100110011000111101111010100111110000000010000000000000 | 291A663DEA7C02000
25117310116569600000 | 10101110010010010100111000111100101001011011101001101000000000000 | 15C929C794B74D000
43738999512741699584 | 100101111100000000001001000101000101010011111100111110000000000000 | 25F00245153F3E000
243885615024582000640 | 11010011100010010111110000101011010000010111111000011000000000000000 | D3897C2B417E18000
128337967399421001728 | 1101111010100001100000011010110001011010110001001101100000000000000 | 6F50C0D62D626C000
26449053851353300992 | 10110111100001101111010100101100000111111000101110100000000000000 | 16F0DEA583F174000
359525386615448993792 | 100110111110101101010110000100100011110010100110100010000000000000000 | 137D6AC24794D10000
324253075505852973056 | 100011001001111101010010101100011010011000110010010000000000000000000 | 1193EA5634C6480000
193104350734125989888 | 10100111011111011100011101111110000111001010000001011000000000000000 | A77DC77E1CA058000
315969437082554007552 | 100010010000011110100111100001111001011100001110001010000000000000000 | 1120F4F0F2E1C50000
357573890226451972096 | 100110110001001010101101001101010011100111110001100010000000000000000 | 136255A6A73E310000
202878241254502989824 | 10101111111110000000010011011000011010100110101001101000000000000000 | AFF804D86A6A68000
137421917200192995328 | 1110111001100011100101110011001100111011110101001011000000000000000 | 7731CB999DEA58000
142596679075726000128 | 1111011101011101101001011000001110000011011000001101000000000000000 | 7BAED2C1C1B068000
358537475297720008704 | 100110110111110110100111111100010101110011001111111100000000000000000 | 136FB4FE2B99FE0000
277777980008909996032 | 11110000111011110001101000010001011001011000101000111000000000000000 | F0EF1A11658A38000
199774113345153007616 | 10101101010001101100001110011010001110001000011110000000000000000000 | AD46C39A388780000
16370676786733199360 | 1110001100110000010100111100110101001101111101110011000000000000 | E33053CD4DF73000
160255625805646987264 | 10001010111111111110010110101001100101111011100000110000000000000000 | 8AFFE5A997B830000
306401365410533998592 | 100001001110000101100010100100111010011110101100010100000000000000000 | 109C2C5274F58A0000
124952005379498999808 | 1101100011000001110101100101101111001011001101111001000000000000000 | 6C60EB2DE59BC8000
365520071400174977024 | 100111101000010011100001010000101010010000010110110010000000000000000 | 13D09C285482D90000
187386358355498991616 | 10100010100010000010000101000001101111011101100100011000000000000000 | A2882141BDD918000
374409722095182020608 | 101000100101111111010100010101000100110110000000011000000000000000000 | 144BFA8A89B00C0000
92935773551204499456 | 1010000100110111110001100011010011001100101101100000000000000000000 | 509BE31A665B00000
194705835687414988800 | 10101000111000010110000101011111011001000011111100100000000000000000 | A8E1615F643F20000
319391852642895986688 | 100010101000001110011110011011100010010100101101110010000000000000000 | 115073CDC4A5B90000
254357266032906010624 | 11011100100111101010100010011101000001111010111001010000000000000000 | DC9EA89D07AE50000
120829568089486999552 | 1101000110011011000110110111111111010110001101111110100000000000000 | 68CD8DBFEB1BF4000
57427949258774396928 | 110001110011111001000011111001010110100100011001111100000000000000 | 31CF90F95A467C000
329444616795707998208 | 100011101101111110110011001011000000011011000110111010000000000000000 | 11DBF66580D8DD0000
182385819382509010944 | 10011110001100011100100110000110100000101011000000010000000000000000 | 9E31C98682B010000
158298782291670007808 | 10001001010011010110001111111100101010010111111000110000000000000000 | 894D63FCA97E30000
221123544364899991552 | 10111111110010110100101001000000100110000001001100011000000000000000 | BFCB4A40981318000
131089185501308993536 | 1110001101100111010010101111010110001010100110011110100000000000000 | 71B3A57AC54CF4000
190492168745259008000 | 10100101001110011100001000100011001111111010111011101000000000000000 | A539C2233FAEE8000
149752776304498999296 | 10000001111000111100101111001001111111101110001100101000000000000000 | 81E3CBC9FEE328000
68430511776135897088 | 111011010110101010000000111110011001100110110000111110000000000000 | 3B5AA03E666C3E000
221402708722110005248 | 11000000000010010100011011101000101001111010101001011000000000000000 | C00946E8A7AA58000
97869126530047606784 | 1010100111000110100111111000000101111010101001111110000000000000000 | 54E34FC0BD53F0000
244689225995847991296 | 11010100001110111110110000101001111111000111110011000000000000000000 | D43BEC29FC7CC0000
53105665855531098112 | 101110000011111101001110011011101011001111100001011010000000000000 | 2E0FD39BACF85A000
269516286687564988416 | 11101001110001001010001100101100100010101010101001110000000000000000 | E9C4A32C8AAA70000
117736818859291000832 | 1100110000111101101001101001111010011000100100011010100000000000000 | 661ED34F4C48D4000
277042735874177007616 | 11110000010010111101100001000111000100110110101100001000000000000000 | F04BD847136B08000
371990703930784022528 | 101000010101001101000011101100101010101110101111000110000000000000000 | 142A68765575E30000
153596966316478005248 | 10000101001110010110000010110001001010111111010011111000000000000000 | 853960B12BF4F8000
258341960826878001152 | 11100000000100110111000001001001111000011111111100011000000000000000 | E0137049E1FF18000
27368289542656098304 | 10111101111001111101100100101010111101100000011100000000000000000 | 17BCFB255EC0E0000
354084901810227970048 | 100110011000111101010010001100010110010010111101101010000000000000000 | 1331EA462C97B50000
188981468340612005888 | 10100011111010100101000011000011000001100101111010001000000000000000 | A3EA50C3065E88000
137642108792683003904 | 1110111011000101011000000001011000000010011100010101000000000000000 | 7762B00B0138A8000
113516104320255000576 | 1100010011101011010001101110111000111110110111111000000000000000000 | 6275A3771F6FC0000
72704362494467899392 | 111111000011111001110010000111110000000111111111100000000000000000 | 3F0F9C87C07FE0000
236713916728090984448 | 11001101010100010000110001010001100110100001010000101000000000000000 | CD510C519A1428000
126218991755766005760 | 1101101011110100011111100000100001111010110011001000000000000000000 | 6D7A3F043D6640000
19026090438990798848 | 10000100000001010010000000111001100100000100000001010000000000000 | 1080A40732080A000
131866330387382992896 | 1110010011000000011010100001101010001011110010000110000000000000000 | 7260350D45E430000
34947775947091701760 | 11110010011111111011100010001000000001000010101110111000000000000 | 1E4FF711008577000
28555461667457601536 | 11000110001001001011000010001011111011110000110000001000000000000 | 18C496117DE181000
272727543719406010368 | 11101100100011011010111000000000101001010100000000110000000000000000 | EC8DAE00A54030000
343044953663665012736 | 100101001100010110100011111111101001110111001000101110000000000000000 | 1298B47FD3B9170000
155281504596986003456 | 10000110101011110110101110011011011011011011100010011000000000000000 | 86AF6B9B6DB898000
370762351707101986816 | 101000001100101011100011110100111111010010110010000100000000000000000 | 14195C7A7E96420000
33848466191586500608 | 11101010110111101111010001010101000010101010101010010000000000000 | 1D5BDE8AA15552000
276716790596797005824 | 11110000000000110111100001101111000001111100001111010000000000000000 | F003786F07C3D0000
125408520397412007936 | 1101100110001100100100100001101101111001111000100101000000000000000 | 6CC6490DBCF128000
3815235032424659968 | 11010011110010011100000000110001001010010011000011110000000000 | 34F2700C4A4C3C00
147109588079251996672 | 1111111100110001110001111101111000000100101110110101100000000000000 | 7F98E3EF025DAC000
326926459455978012672 | 100011011100100000100000110101011111010011101101101110000000000000000 | 11B9041ABE9DB70000
146713439307147001856 | 1111111010000001110110101111011101010001110010101000100000000000000 | 7F40ED7BA8E544000
291099425607664009216 | 11111100011111010000111010010100011110000001000100000000000000000000 | FC7D0E94781100000
351477804264101969920 | 100110000110110111100000000001100010011011100000100110000000000000000 | 130DBC00C4DC130000
4520349771573340160 | 11111010111011100000100010101011011011001001011010100000000000 | 3EBB822ADB25A800
177753484212359987200 | 10011010001011010011001111000001110011100001101110010000000000000000 | 9A2D33C1CE1B90000
284036556338705006592 | 11110110010111001100100011110001100110010001101111010000000000000000 | F65CC8F1991BD0000
292691562845299015680 | 11111101110111101001010100011010100101010011111110000000000000000000 | FDDE951A953F80000
3395230620296039936 | 10111100011110010010000100001010101101010001100100111000000000 | 2F1E4842AD464E00
43720383331147800576 | 100101111010111110000000001111111111001000111110010110000000000000 | 25EBE00FFC8F96000
147949643821340000256 | 10000000010100110110101110010010111101001000100010011000000000000000 | 80536B92F48898000
75822859108553900032 | 1000001110001000000111010001010000111101011110110001100000000000000 | 41C40E8A1EBD8C000
60920387941730304000 | 110100110101110000101100100001000000011101110100110100000000000000 | 34D70B2101DD34000
152691985521681006592 | 10000100011100000110111001111101010111001100111000101000000000000000 | 84706E7D5CCE28000
153334036217475006464 | 10000100111111101111111011011000101010001111011110101000000000000000 | 84FEFED8A8F7A8000
90591606862849802240 | 1001110100100110110000010100111011110000100000000001000000000000000 | 4E9360A7784008000
127512097738691002368 | 1101110100110010101111110010100111000100111100100010100000000000000 | 6E995F94E27914000
64012438657779703808 | 110111100001011001110111011100111010001011011100010010000000000000 | 37859DDCE8B712000
253241227098890010624 | 11011011101001101101100100100101000100100001010111011000000000000000 | DBA6D9251215D8000
352259671049243000832 | 100110001100010010101110000000111011110110010000101010000000000000000 | 131895C077B2150000
123854030016852000768 | 1101011011011010001111010000001011111110011000010000000000000000000 | 6B6D1E817F3080000
374846462174394974208 | 101000101001000001010001001110101001101110000101101100000000000000000 | 14520A275370B60000
232057368429388005376 | 11001001010001110001011000110001100000001001100111101000000000000000 | C94716318099E8000
35352910622974300160 | 11110101010011110110001001110011101100010100001000101000000000000 | 1EA9EC4E762845000
200157034453146009600 | 10101101100110111100101000100101101110010011011001000000000000000000 | AD9BCA25B93640000
73624872450628698112 | 111111110111000000000101110110100110011101001010101100000000000000 | 3FDC017699D2AC000
119083644746828005376 | 1100111010010011110000101111111011100001101011111101100000000000000 | 6749E17F70D7EC000
318393589501655973888 | 100010100001010011001010000101011101011101111101111110000000000000000 | 11429942BAEFBF0000
308229944934940016640 | 100001011010110001100101111011101100010011001010100000000000000000000 | 10B58CBDD899500000
68625476469473001472 | 111011100001011110101010110100000101110000110111011100000000000000 | 3B85EAB4170DDC000
180451145576339013632 | 10011100100001000011010000001101010010011101111111010000000000000000 | 9C84340D49DFD0000
337089300484729995264 | 100100100011000001101110001001101000010110001001111100000000000000000 | 12460DC4D0B13E0000
284023749579020992512 | 11110110010110011111000011110110101101111000000011001000000000000000 | F659F0F6B780C8000
129843866534132006912 | 1110000100111110010000101001010101110100110001010110100000000000000 | 709F214ABA62B4000
157622654575067987968 | 10001000101101110100001010010011011100100101000001110000000000000000 | 88B74293725070000
43267862432589799424 | 100101100001110110010100111010001110110100111110111110000000000000 | 2587653A3B4FBE000
253675525502645993472 | 11011100000001110100100000100110101000000011110000101000000000000000 | DC074826A03C28000
217445367995958001664 | 10111100100110101001001000100001111000001101001010111000000000000000 | BC9A9221E0D2B8000
213468092313373999104 | 10111001001001110111000000101111010011100010111100111000000000000000 | B927702F4E2F38000
156470199011812016128 | 10000111101101110101110100001111110010010001101110111000000000000000 | 87B75D0FC91BB8000
340115610095855992832 | 100100111000000001101011000010101111101011000110000100000000000000000 | 12700D615F58C20000
324046695668851015680 | 100011001000100001101001000001101011001111100111110100000000000000000 | 11910D20D67CFA0000
10516143565153800192 | 1001000111110000110110001101101100001000000000001001000000000000 | 91F0D8DB08009000
212878047566413004800 | 10111000101001000110110000000110001010101010110000011000000000000000 | B8A46C062AAC18000
112004779020686000128 | 1100001001001100000111010010001011110110010000111010000000000000000 | 61260E917B21D0000
291988187686693011456 | 11111101010000100110011011011010111001101011011011001000000000000000 | FD4266DAE6B6C8000
35088019964115599360 | 11110011011110001101100000100000011001000111011001100000000000000 | 1E6F1B040C8ECC000
130064830385040998400 | 1110000110100000011000110100001111101000111110011010100000000000000 | 70D031A1F47CD4000
294536425401019990016 | 11111111011110000011100101100110000110100001001000110000000000000000 | FF7839661A1230000
